Log_ID,Date,User_ID,Age,Gender,Device_Type,Steps,Distance_km,Calories_Burned,Active_Minutes,Sleep_Duration_Hours,Heart_Rate_Avg,Weather_Condition
FT-1446,2026-03-16,USR-123,27,Male,Garmin Venu 3,9304.0,7.68,2065,95.0,6.5,78,Rainy
FT-1447,2026-02-25,USR-111,23,Male,Apple Watch Series 9,13497.0,10.04,2362,103.0,6.6,87,Rainy
FT-1448,2026-03-23,USR-107,40,Non-binary,Garmin Venu 3,9377.0,6.44,2166,84.0,7.9,73,Cloudy
FT-1449,2026-03-04,USR-122,32,Non-binary,Fitbit Charge 5,5478.0,3.72,1807,52.0,6.5,85,Rainy
FT-1450,2026-01-12,USR-121,49,Female,Garmin Venu 3,12118.0,9.7,2348,108.0,7.0,82,Cloudy
FT-1451,2026-03-02,USR-109,36,Male,Apple Watch Series 9,6783.0,5.09,1900,53.0,9.5,73,Sunny
FT-1452,2026-02-14,USR-117,54,Female,Samsung Galaxy Watch 6,8679.0,6.38,2099,80.0,5.5,78,Cloudy
FT-1453,2026-02-22,USR-116,35,Non-binary,Samsung Galaxy Watch 6,6560.0,5.05,1919,56.0,5.1,82,Sunny
FT-1454,2026-02-12,USR-109,36,Male,Apple Watch Series 9,12756.0,9.9,2249,99.0,8.0,78,Sunny
FT-1455,2026-02-11,USR-102,49,Non-binary,Garmin Venu 3,7792.0,6.37,1941,67.0,6.4,74,Sunny
FT-1456,2026-03-27,USR-103,46,Non-binary,Apple Watch Series 9,9963.0,8.15,2043,,,78,Rainy
FT-1457,2026-01-14,USR-121,49,Female,Garmin Venu 3,7670.0,5.69,2092,64.0,6.2,71,Sunny
FT-1458,2026-01-21,USR-114,49,Non-binary,Fitbit Charge 5,4694.0,3.04,1593,48.0,6.8,87,Rainy
FT-1459,2026-02-12,USR-109,36,Male,Apple Watch Series 9,9848.0,7.32,2341,96.0,8.9,78,Cloudy
FT-1460,2026-02-22,USR-102,49,Non-binary,Garmin Venu 3,,6.34,2222,,8.0,84,Sunny
FT-1461,2026-03-30,USR-101,38,Male,Samsung Galaxy Watch 6,8789.0,6.29,2090,82.0,8.0,81,Sunny
FT-1462,2026-03-05,USR-111,23,Male,Apple Watch Series 9,7972.0,5.68,1742,63.0,,72,Cloudy
FT-1463,2026-02-06,USR-125,22,Non-binary,Apple Watch Series 9,9262.0,7.18,2035,67.0,5.8,78,Cloudy
FT-1464,2026-03-26,USR-105,51,Female,Apple Watch Series 9,6737.0,5.1,1973,69.0,4.0,83,Cloudy
FT-1465,2026-02-21,USR-121,49,Female,Garmin Venu 3,9464.0,7.21,2064,86.0,6.2,79,Sunny
FT-1466,2026-03-12,USR-109,36,Male,Apple Watch Series 9,18584.0,13.82,2780,153.0,8.2,94,Sunny
FT-1467,2026-01-05,USR-106,41,Female,Fitbit Charge 5,,9.05,2434,89.0,7.7,87,Sunny
FT-1468,2026-02-28,USR-124,51,Female,Samsung Galaxy Watch 6,8561.0,6.14,2119,69.0,6.9,84,Cloudy
FT-1469,2026-01-12,USR-115,41,Female,Apple Watch Series 9,10870.0,8.62,2061,71.0,7.1,76,Sunny
FT-1470,2026-02-10,USR-118,42,Female,Garmin Venu 3,7947.0,6.45,1846,64.0,6.3,71,Cloudy
FT-1471,2026-02-02,USR-123,27,Male,Garmin Venu 3,7877.0,5.25,2028,77.0,7.3,76,Rainy
FT-1472,2026-02-11,USR-114,49,Non-binary,Fitbit Charge 5,10881.0,7.9,2182,82.0,7.9,81,Cloudy
FT-1473,2026-01-15,USR-118,42,Female,Garmin Venu 3,9686.0,6.76,2219,85.0,5.3,83,Sunny
FT-1474,2026-02-21,USR-101,38,Male,Samsung Galaxy Watch 6,10992.0,8.09,2173,86.0,7.4,67,Sunny
FT-1475,2026-03-07,USR-104,45,Female,Fitbit Charge 5,12844.0,9.73,2428,103.0,8.1,82,Cloudy
FT-1476,2026-01-01,USR-103,46,Non-binary,Apple Watch Series 9,16602.0,12.04,2770,114.0,6.6,84,Sunny
FT-1477,2026-03-26,USR-123,27,Male,Garmin Venu 3,10136.0,7.33,2260,83.0,7.9,78,Rainy
FT-1478,2026-03-11,USR-105,51,Female,Apple Watch Series 9,13015.0,9.49,2235,,10.2,86,Cloudy
FT-1479,2026-03-01,USR-118,42,Female,Garmin Venu 3,12852.0,9.85,2336,98.0,7.0,84,Snowy
FT-1480,2026-02-22,USR-102,49,Non-binary,Garmin Venu 3,9614.0,7.33,2027,62.0,7.5,86,Rainy
FT-1481,2026-01-07,USR-112,29,Non-binary,Garmin Venu 3,9044.0,6.58,2271,87.0,6.3,79,Sunny
FT-1482,2026-01-25,USR-119,43,Non-binary,Garmin Venu 3,7873.0,6.05,1989,75.0,7.3,85,
FT-1483,2026-03-08,USR-118,42,Female,Garmin Venu 3,10598.0,7.84,2233,90.0,7.6,90,Sunny
FT-1484,2026-02-16,USR-105,51,Female,Apple Watch Series 9,9814.0,7.35,2225,,7.3,89,Sunny
FT-1485,2026-03-21,USR-114,49,Non-binary,Fitbit Charge 5,10568.0,8.7,2110,75.0,6.0,72,Snowy
FT-1486,2026-03-05,USR-105,51,Female,Apple Watch Series 9,9307.0,7.61,2058,94.0,7.3,79,Cloudy
FT-1487,2026-03-22,USR-102,49,Non-binary,Garmin Venu 3,7711.0,5.34,2078,75.0,8.7,77,Sunny
FT-1488,2026-02-26,USR-110,38,Male,Fitbit Charge 5,8508.0,6.8,2044,,7.6,81,Cloudy
FT-1489,2026-01-07,USR-112,29,Non-binary,Garmin Venu 3,,9.03,2367,102.0,8.2,86,Snowy
FT-1490,2026-01-27,USR-102,49,Non-binary,Garmin Venu 3,12321.0,8.9,2226,86.0,6.8,75,Sunny
FT-1491,2026-02-04,USR-112,29,Non-binary,Garmin Venu 3,12435.0,9.78,2419,89.0,7.9,81,Sunny
FT-1492,2026-03-12,USR-107,40,Non-binary,Garmin Venu 3,9528.0,7.86,2017,72.0,7.4,67,Rainy
FT-1493,2026-01-17,USR-122,32,Non-binary,Fitbit Charge 5,10693.0,7.68,2358,80.0,6.1,88,Rainy
FT-1494,2026-02-06,USR-108,30,Male,Samsung Galaxy Watch 6,10320.0,7.48,1966,73.0,7.5,76,Cloudy
FT-1495,2026-02-26,USR-122,32,Non-binary,Fitbit Charge 5,,6.36,2112,79.0,6.0,80,Rainy
FT-1496,2026-03-31,USR-104,45,Female,Fitbit Charge 5,12485.0,9.6,2374,95.0,6.4,79,Rainy
FT-1497,2026-03-04,USR-112,29,Non-binary,Garmin Venu 3,9319.0,7.3,2053,80.0,,86,Cloudy
FT-1498,2026-01-16,USR-125,22,Non-binary,Apple Watch Series 9,9004.0,6.98,2113,69.0,7.4,61,Cloudy
FT-1499,2026-01-04,USR-118,42,Female,Garmin Venu 3,11959.0,9.25,2348,76.0,5.8,79,Cloudy
FT-1500,2026-03-22,USR-114,49,Non-binary,Fitbit Charge 5,14217.0,10.27,2250,112.0,8.3,82,
FT-1501,2026-03-19,USR-120,46,Non-binary,Apple Watch Series 9,10078.0,8.08,2136,63.0,7.7,75,Sunny
FT-1502,2026-01-31,USR-124,51,Female,Samsung Galaxy Watch 6,12439.0,9.92,2084,97.0,6.3,92,Sunny
FT-1503,2026-01-21,USR-105,51,Female,Apple Watch Series 9,12156.0,9.15,2158,82.0,5.4,74,Sunny
FT-1504,2026-02-09,USR-108,30,Male,Samsung Galaxy Watch 6,10909.0,8.27,2480,107.0,6.9,87,Sunny
FT-1505,2026-03-12,USR-106,41,Female,Fitbit Charge 5,10972.0,7.73,2217,97.0,6.6,83,Snowy
FT-1506,2026-01-02,USR-106,41,Female,Fitbit Charge 5,13208.0,10.24,2278,104.0,7.2,89,Cloudy
FT-1507,2026-03-12,USR-114,49,Non-binary,Fitbit Charge 5,,7.79,2196,,6.7,77,Sunny
FT-1508,2026-02-22,USR-101,38,Male,Samsung Galaxy Watch 6,6865.0,5.19,2115,52.0,4.9,72,Sunny
FT-1509,2026-01-12,USR-106,41,Female,Fitbit Charge 5,9727.0,7.84,1988,85.0,6.7,87,Sunny
FT-1510,2026-01-29,USR-124,51,Female,Samsung Galaxy Watch 6,14054.0,10.55,2352,110.0,6.8,85,Rainy
FT-1511,2026-01-15,USR-111,23,Male,Apple Watch Series 9,8848.0,6.95,2245,76.0,7.8,70,Sunny
FT-1512,2026-03-01,USR-114,49,Non-binary,Fitbit Charge 5,8389.0,5.97,2294,83.0,6.3,77,Rainy
FT-1513,2026-01-16,USR-122,32,Non-binary,Fitbit Charge 5,9722.0,7.38,2170,87.0,8.9,83,Rainy
FT-1514,2026-03-24,USR-124,51,Female,Samsung Galaxy Watch 6,7009.0,5.26,1844,,5.0,83,Rainy
FT-1515,2026-01-20,USR-108,30,Male,Samsung Galaxy Watch 6,6198.0,4.8,2033,39.0,8.5,71,Sunny
FT-1516,2026-03-05,USR-109,36,Male,Apple Watch Series 9,9929.0,7.4,2276,71.0,6.9,61,Sunny
FT-1517,2026-02-07,USR-106,41,Female,Fitbit Charge 5,12249.0,9.26,2385,95.0,8.0,84,Rainy
FT-1518,2026-03-07,USR-123,27,Male,Garmin Venu 3,9839.0,7.81,2076,81.0,7.2,72,Sunny
FT-1519,2026-02-04,USR-104,45,Female,Fitbit Charge 5,10359.0,7.7,2133,72.0,8.4,67,Sunny
FT-1520,2026-02-23,USR-113,52,Non-binary,Fitbit Charge 5,11092.0,7.79,2336,113.0,6.7,66,Sunny
FT-1521,2026-03-03,USR-102,49,Non-binary,Garmin Venu 3,8592.0,7.23,2168,87.0,5.9,85,Rainy
FT-1522,2026-03-02,USR-116,35,Non-binary,Samsung Galaxy Watch 6,10001.0,8.15,2336,87.0,8.7,81,Rainy
FT-1523,2026-02-01,USR-108,30,Male,Samsung Galaxy Watch 6,5763.0,3.86,1961,54.0,7.0,76,Rainy
FT-1524,2026-02-28,USR-107,40,Non-binary,Garmin Venu 3,8150.0,6.47,1919,,7.3,87,Sunny
FT-1525,2026-03-12,USR-115,41,Female,Apple Watch Series 9,10151.0,7.51,2272,73.0,8.5,83,Cloudy
FT-1526,2026-01-19,USR-112,29,Non-binary,Garmin Venu 3,,8.36,2261,88.0,6.0,90,Cloudy
FT-1527,2026-02-19,USR-110,38,Male,Fitbit Charge 5,11928.0,9.18,2382,97.0,7.8,73,Cloudy
FT-1528,2026-01-25,USR-108,30,Male,Samsung Galaxy Watch 6,,7.87,2289,72.0,6.5,78,Sunny
FT-1529,2026-03-18,USR-108,30,Male,Samsung Galaxy Watch 6,9736.0,7.09,2051,83.0,7.0,70,Cloudy
FT-1530,2026-03-07,USR-101,38,Male,Samsung Galaxy Watch 6,9231.0,6.74,2098,74.0,,78,Sunny
FT-1531,2026-01-18,USR-122,32,Non-binary,Fitbit Charge 5,13021.0,9.53,2236,82.0,5.4,78,Rainy
FT-1532,2026-01-09,USR-107,40,Non-binary,Garmin Venu 3,8064.0,5.8,1835,60.0,6.2,81,Cloudy
FT-1533,2026-02-05,USR-113,52,Non-binary,Fitbit Charge 5,12303.0,9.32,2340,92.0,8.6,81,Cloudy
FT-1534,2026-02-23,USR-111,23,Male,Apple Watch Series 9,8557.0,6.22,2398,90.0,8.1,84,Sunny
FT-1535,2026-02-13,USR-109,36,Male,Apple Watch Series 9,11707.0,9.17,2125,,7.0,86,Rainy
FT-1536,2026-03-06,USR-103,46,Non-binary,Apple Watch Series 9,6402.0,5.46,1850,44.0,7.4,89,Cloudy
FT-1537,2026-02-04,USR-125,22,Non-binary,Apple Watch Series 9,7526.0,5.49,2080,70.0,6.8,77,Rainy
FT-1538,2026-01-01,USR-109,36,Male,Apple Watch Series 9,9386.0,7.23,2066,62.0,8.6,72,Sunny
FT-1539,2026-02-06,USR-112,29,Non-binary,Garmin Venu 3,8570.0,6.71,2100,82.0,6.9,81,Snowy
FT-1540,2026-02-08,USR-121,49,Female,Garmin Venu 3,9320.0,7.27,1966,72.0,7.4,74,Snowy
FT-1541,2026-03-17,USR-117,54,Female,Samsung Galaxy Watch 6,9634.0,7.35,2159,78.0,8.4,88,Cloudy
FT-1542,2026-03-16,USR-113,52,Non-binary,Fitbit Charge 5,10448.0,8.24,2178,,6.2,80,Sunny
FT-1543,2026-03-26,USR-122,32,Non-binary,Fitbit Charge 5,,6.92,1809,61.0,8.8,74,Sunny
FT-1544,2026-03-04,USR-118,42,Female,Garmin Venu 3,9650.0,6.84,2197,65.0,5.4,75,Cloudy
FT-1545,2026-01-20,USR-111,23,Male,Apple Watch Series 9,11366.0,8.99,2328,84.0,8.9,84,Snowy
FT-1546,2026-02-27,USR-101,38,Male,Samsung Galaxy Watch 6,9202.0,7.35,2160,86.0,6.7,79,Rainy
FT-1547,2026-03-10,USR-104,45,Female,Fitbit Charge 5,9533.0,6.94,2087,63.0,6.8,74,Rainy
FT-1548,2026-03-03,USR-109,36,Male,Apple Watch Series 9,10854.0,8.26,2207,59.0,5.0,87,Sunny
FT-1549,2026-02-14,USR-106,41,Female,Fitbit Charge 5,11232.0,8.81,2254,85.0,6.6,75,Sunny
FT-1550,2026-02-12,USR-119,43,Non-binary,Garmin Venu 3,,8.08,2334,92.0,6.0,81,Cloudy
